ENL_ID,MRR_ID,Country,site_name,lat,long,date_st,date_en,genus,species1,species2,species3,cohort,mos_origin,inoutrel,inoutrec,blood,sugar,age,mark_meth1,mark_meth2,release_meth,capture_meth1,capture_meth2,capture_meth3,releases_n,recaptures_n,time1,time2,trap_range,trap_range_shape,trap_number,release_sites_location,n_released_f,n_captured_f,n_recaptured_f,rratef,Pop1_f,Pop2_f,Pop3_f,Pop4_f,DPS1_f,DPS2_f,MDT_f,MnDT_f,MxDT_f,GC,disagg_d,MRR_notes
105,750,United Republic of Tanzania,Mlembule (Mombo area),-5.83928,37.866299,01/01/1993 00:00,,Anopheles,43,,,N/A,1,1,4,1,0,,1,,1,38,11,,30,30,,,,,,,13381,,219,0.01,,,,,,,,,,,0,Recaptures were 205 indoors and 14 outdoors. Date of experiment not given; date entered is a guess. Not clear either if there was a single release or daily releases for the 30 day duration.
107,736,United States of America,Contra Costa and Solano Counties (Cal.),38.044511,-122.117401,03/09/1992 00:00,,Aedes,70,,,N/A,2,2,2,0,0,2,1,,1,34,,,3,16,0,15,2400,asymmetric,30,centric,24070,,290,0.01,,,,,,,2000,,2500,,0,
107,735,United States of America,Contra Costa and Solano Counties (Cal.),38.044511,-122.117401,10/07/1992 00:00,,Aedes,70,,,N/A,2,2,2,0,0,2,1,,2,34,,,1,12,0,11,8000,asymmetric,40,centric,12260,,15,1.22E-03,,,,,,,2700,,5800,,0,
108,156,Kenya,Shauri Moyo,-3.75,39.816,20/04/1973 00:00,29/04/1973 00:00,Aedes,2,,,N/A,4,2,1,0,0,3,1,,1,12,,,1,18,1,9,120,asymmetric,14,centric,1000,876,338,0.33,1365,337,451,,,,,,,,1,"Pop2=Jackson Positive method; Pop3=Removal method; dispersal data available for 30, 60, 90 and 120m distances but only as average mosquitoes captured per house."
109,582,United States of America,Colusa National Wildlife Refuge,39.161291,-122.052195,15/08/1988 00:00,02/09/1988 00:00,Aedes,53,,,N/A,2,2,2,0,0,3,1,,1,34,,,1,17,1,17,1000,asymmetric,12,centric,15487,,137,8.85E-03,,,,,0.844,,121,,,,1,
109,581,United States of America,Colusa National Wildlife Refuge,39.161291,-122.052195,15/08/1988 00:00,02/09/1988 00:00,Aedes,31,,,N/A,2,2,2,0,0,3,1,,1,34,,,1,17,1,17,1000,asymmetric,12,centric,3231,,64,0.01,,,,,0.704,,113.6,,,,1,
110,106,Mexico,Tapachula foothills,15.030873,-92.158734,25/01/1991 00:00,03/02/1991 00:00,Anopheles,29,,,1st release (I),1,2,2,1,1,,1,,2,9,,,1,9,1,9,,,,,991,,68,0.06,,,,,,,,,,,1,
110,108,Mexico,Tapachula foothills,15.030873,-92.158734,27/01/1991 00:00,05/02/1991 00:00,Anopheles,29,,,3rd release (I),1,2,2,1,1,,1,,2,9,,,1,9,1,9,,,,,978,,50,0.05,,,,,,,,,,,1,
110,109,Mexico,Tapachula foothills,15.030873,-92.158734,07/04/1991 00:00,16/04/1991 00:00,Anopheles,29,,,1st release (II),4,2,2,0,0,1,1,,2,9,,,1,9,1,9,,,,,1552,,81,0.05,,,,,,,,,,,1,
110,107,Mexico,Tapachula foothills,15.030873,-92.158734,26/01/1991 00:00,04/02/1991 00:00,Anopheles,29,,,2nd release (I),1,2,2,1,1,,1,,2,9,,,1,9,1,9,,,,,1342,,70,0.05,,,,,,,,,,,1,
110,110,Mexico,Tapachula foothills,15.030873,-92.158734,08/04/1991 00:00,17/04/1991 00:00,Anopheles,29,,,2nd release (II),4,2,2,0,0,1,1,,2,9,,,1,9,1,9,,,,,1162,,33,0.02,,,,,,,,,,,1,
110,111,Mexico,Tapachula foothills,15.030873,-92.158734,09/04/1991 00:00,18/04/1991 00:00,Anopheles,29,,,3rd release (II),4,2,2,0,1,1,1,,2,9,,,1,9,1,9,,,,,1060,,90,0.08,,,,,,,,,,,1,
115,248,Australia,Griffith,-34.283333,146.033333,04/02/1986 00:00,21/02/1986 00:00,Culex,42,,,N/A,1,2,2,0,0,,1,,1,27,,,10,18,0,18,12000,symmetric,251,centric,60000,,377,6.28E-03,,,,,,,4400,,12000,,1,
117,136,Malaysia,Sungai Udang Kechil,5.15689,100.427447,07/08/1989 00:00,,Anopheles,35,,,Experiment 2,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,236,758,2,8.47E-03,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,132,Malaysia,Sungai Udang Kechil,5.15689,100.427447,24/07/1989 00:00,,Anopheles,34,,,Experiment 1,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,630,1902,33,0.05,,,,,,,,,,2,1,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,133,Malaysia,Sungai Udang Kechil,5.15689,100.427447,07/08/1989 00:00,,Anopheles,34,,,Experiment 2,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,277,1224,4,0.01,,,,,,,,,,2,1,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,135,Malaysia,Sungai Udang Kechil,5.15689,100.427447,24/07/1989 00:00,,Anopheles,35,,,Experiment 1,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,106,1387,3,0.02,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,139,Malaysia,Sungai Udang Kechil,5.15689,100.427447,07/08/1989 00:00,,Anopheles,22,,,Experiment 2,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,118,577,0,0,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,137,Malaysia,Sungai Udang Kechil,5.15689,100.427447,21/08/1989 00:00,,Anopheles,35,,,Experiment 3,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,748,3226,8,0.01,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,144,Malaysia,Sungai Udang Kechil,5.15689,100.427447,21/08/1989 00:00,,Anopheles,36,27,38,Experiment 3,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,309,2301,0,0,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,143,Malaysia,Sungai Udang Kechil,5.15689,100.427447,07/08/1989 00:00,,Anopheles,36,27,38,Experiment 2,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,173,821,0,0,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,142,Malaysia,Sungai Udang Kechil,5.15689,100.427447,24/07/1989 00:00,,Anopheles,36,27,38,Experiment 1,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,45,1063,0,0,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,140,Malaysia,Sungai Udang Kechil,5.15689,100.427447,21/08/1989 00:00,,Anopheles,22,,,Experiment 3,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,236,2385,3,0.01,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,138,Malaysia,Sungai Udang Kechil,5.15689,100.427447,24/07/1989 00:00,,Anopheles,22,,,Experiment 1,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,60,804,1,0.01,,,,,,,,,,2,0,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
117,134,Malaysia,Sungai Udang Kechil,5.15689,100.427447,21/08/1989 00:00,,Anopheles,34,,,Experiment 3,1,2,2,1,0,,1,,1,9,,,3,10,1,10,400,,3,,293,1450,4,0.01,,,,,,,,,,2,1,Releases were carried out in 3 consecutive days. DPS1 = derived through regression analysis and given as a single figure for all experiments and species. GC estimate not very precise.
119,222,Australia,Griffith,-34.283333,146.033333,05/02/1985 00:00,23/02/1985 00:00,Culex,42,,,Green labelled,1,2,2,0,0,,1,,1,21,,,3,,,17,9500,symmetric,57,centric,25000,,95,3.80E-03,,,,,,,6800,,8700,,1,Assuming outdoor release/recap. Not very clear what trapping method was used for recapture; assuming CDC light traps. Mean and max distance travelled are for all cohorts.
119,225,Australia,Griffith,-34.283333,146.033333,16/02/1985 00:00,23/02/1985 00:00,Culex,42,,,Orange labelled,1,2,2,0,0,,1,,1,21,,,3,,,17,9500,symmetric,57,eccentric,12000,,4,3.33E-04,,,,,,,6800,,8700,,0,Assuming outdoor release/recap. Not very clear what trapping method was used for recapture; assuming CDC light traps. Mean and max distance travelled are for all cohorts.
119,224,Australia,Griffith,-34.283333,146.033333,12/02/1985 00:00,23/02/1985 00:00,Culex,42,,,Yellow labelled,1,2,2,0,0,,1,,1,21,,,4,,,17,9500,symmetric,57,eccentric,20000,,26,1.30E-03,,,,,,,6800,,8700,,0,Assuming outdoor release/recap. Not very clear what trapping method was used for recapture; assuming CDC light traps. Mean and max distance travelled are for all cohorts.
119,223,Australia,Griffith,-34.283333,146.033333,08/02/1985 00:00,23/02/1985 00:00,Culex,42,,,Red labelled,1,2,2,0,0,,1,,1,21,,,3,,,17,9500,symmetric,57,eccentric,18000,,90,5.00E-03,,,,,,,6800,,8700,,0,Assuming outdoor release/recap. Not very clear what trapping method was used for recapture; assuming CDC light traps. Mean and max distance travelled are for all cohorts.
120,189,Mexico,El Gancho,14.5681,-92.256274,01/11/1987 00:00,31/01/1988 00:00,Anopheles,41,,,N/A,1,2,2,1,0,,1,,1,25,,,3,10,1,10,,,,,2370,,863,0.36,,,,,0.63,,,,,4,1,GC duration estimate not very clear. No very clear either what the T and rainfall estimates represent.
120,191,Mexico,El Morrito,15.829722,-92.123333,01/02/1990 00:00,28/02/1990 00:00,Anopheles,41,,,N/A,1,2,2,1,0,,1,,1,9,,,3,7,1,7,,,,,1500,,135,0.09,,,,,0.58,,,,,2,1,GC duration estimate not very clear. No very clear either what the T and rainfall estimates represent.
120,190,Mexico,El Morrito,15.829722,-92.123333,01/10/1989 00:00,31/10/1989 00:00,Anopheles,41,,,N/A,1,2,2,1,0,,1,,1,25,12,,6,6,1,6,,,,,8210,,323,0.03,,,,,0.46,,,,,2,1,GC duration estimate not very clear. No very clear either what the T and rainfall estimates represent.
123,261,Malaysia,Pos Betau,4.256448,101.796006,01/01/1989 00:00,31/01/1989 00:00,Anopheles,24,,,Orange/yellow,1,2,4,1,0,,1,,1,12,,,1,9,1,9,5000,asymmetric,12,eccentric,175,,21,0.12,,,,,0.699,0.705,373,,1600,2.35,1,Exact dates not given; trap number = number of villages where recapture teams were stationed
123,260,Malaysia,Pos Betau,4.256448,101.796006,01/01/1989 00:00,31/01/1989 00:00,Anopheles,24,,,Magenta/blue,1,2,4,1,0,,1,,1,12,,,1,9,1,9,5000,asymmetric,12,eccentric,121,,13,0.1,,,,,0.699,0.705,373,,1600,2.35,1,Exact dates not given; trap number = number of villages where recapture teams were stationed
126,706,United States of America,Lynwood,33.930293,-118.21146,01/06/1989 00:00,,Culex,14,,,N/A,2,3,3,0,0,0,1,,1,7,30,25,1,,,,,,207,,323,,3,9.29E-03,,,,,,,,,,,0,Date is an approximation
126,699,United States of America,Chino,34.022603,-117.68639,01/09/1989 00:00,,Culex,14,,,N/A,3,3,3,0,0,0,1,,2,7,30,25,3,10,0,,2400,symmetric,54,centric,13589,,416,0.03,,94781,,,0.665,,1030,,,6,0,
126,700,United States of America,Chino,34.022603,-117.68639,01/06/1988 00:00,,Culex,48,,,N/A,3,3,3,0,0,0,1,,1,7,30,25,1,9,0,,2400,symmetric,53,centric,27922,,11,3.94E-04,,,,,,,,,4300,,0,
126,701,United States of America,Chino,34.022603,-117.68639,01/09/1989 00:00,,Culex,48,,,N/A,3,3,3,0,0,0,1,,2,7,30,25,3,10,0,,2400,symmetric,54,centric,8695,,26,2.99E-03,,,,,,,,,1300,,0,
126,702,United States of America,Chino,34.022603,-117.68639,01/09/1989 00:00,,Culex,6,,,N/A,3,3,3,0,0,0,1,,2,7,30,25,3,10,0,,2400,symmetric,54,centric,648,,20,0.03,,,,,,,,,,,0,
126,703,United States of America,Rossmoor (Orange County),33.785556,-118.084167,01/06/1988 00:00,,Culex,14,,,N/A,2,3,3,0,0,0,1,,2,7,30,25,3,16,,,1500,symmetric,38,centric,8961,,1016,0.11,,72919,,,0.79,,1000,,,6,0,Date is an approximation
126,697,United States of America,Chino,34.022603,-117.68639,01/06/1988 00:00,,Culex,14,,,N/A,3,3,3,0,0,0,1,,1,7,30,25,1,9,0,,2400,symmetric,53,centric,2083,,17,8.16E-03,,,,,,,,,1900,,0,
126,705,United States of America,Rossmoor (Orange County),33.785556,-118.084167,01/06/1988 00:00,,Culex,6,,,N/A,2,3,3,0,0,0,1,,2,7,30,25,3,16,,,1500,symmetric,38,centric,59,,0,0,,,,,,,,,,,0,Date is an approximation
126,707,United States of America,Lynwood,33.930293,-118.21146,01/06/1989 00:00,,Culex,48,,,N/A,2,3,3,0,0,0,1,,1,7,30,25,1,,,,,,207,,1511,,5,3.31E-03,,,,,,,,,,,0,Date is an approximation
126,708,United States of America,Lynwood,33.930293,-118.21146,01/06/1989 00:00,,Culex,6,,,N/A,2,3,3,0,0,0,1,,1,7,30,25,1,,,,,,207,,773,,2,2.59E-03,,,,,,,,,,,0,Date is an approximation
126,709,United States of America,Sepulveda Basin and Van Nuys,34.183362,-118.467642,01/06/1989 00:00,,Culex,14,,,N/A,2,3,3,0,0,0,1,,2,7,30,25,1,,,,2000,symmetric,30,centric,956,,140,0.14,,3912,,,0.82,,,,2600,5,0,Date is an approximation
126,710,United States of America,Sepulveda Basin and Van Nuys,34.183362,-118.467642,01/06/1989 00:00,,Culex,48,,,N/A,2,3,3,0,0,0,1,,2,7,30,25,1,,,,2000,symmetric,30,centric,4340,,14,3.23E-03,,,,,,,,,900,6,0,Date is an approximation
126,711,United States of America,Sepulveda Basin and Van Nuys,34.183362,-118.467642,01/06/1989 00:00,,Culex,6,,,N/A,2,3,3,0,0,0,1,,2,7,30,25,1,,,,2000,symmetric,30,centric,1619,,18,0.01,,,,,,,,,,5,0,Date is an approximation
126,704,United States of America,Rossmoor (Orange County),33.785556,-118.084167,01/06/1988 00:00,,Culex,48,,,N/A,2,3,3,0,0,0,1,,2,7,30,25,3,16,,,1500,symmetric,38,centric,1171,,4,3.42E-03,,,,,,,,,,,0,Date is an approximation
127,733,United States of America,"Colusa Wildlife Refuge (Colusa county, Cal.)",39.158639,-122.057343,17/09/1987 00:00,02/10/1987 00:00,Aedes,53,,,N/A,2,2,2,0,0,2,1,,1,34,,,1,15,2,16,,,10,,5613,543255,58,0.01,,,,,0.9,,,,,5,1,DPS from ENL 6383.
127,734,United States of America,"Colusa Wildlife Refuge (Colusa county, Cal.)",39.158639,-122.057343,15/08/1988 00:00,02/09/1988 00:00,Aedes,53,,,N/A,2,2,2,0,0,2,1,,1,34,,,1,17,2,18,,,10,,15487,22253,137,8.85E-03,,,,,0.844,,,,,5,1,DPS from ENL 6383.
128,767,United States of America,Alpine County (CA),38.574213,-119.882302,30/05/1989 00:00,,Aedes,73,,,Blue-marked,2,2,2,0,0,4,1,,1,34,15,,1,17,1,66,200,symmetric,6,centric,5500,,200,0.03,,,,,0.88,,,,,,1,
128,766,United States of America,Alpine County (CA),38.574213,-119.882302,27/05/1989 00:00,,Aedes,73,,,Red-marked,2,2,2,0,0,3,1,,1,34,15,,1,17,1,69,200,symmetric,6,centric,1700,,66,0.03,,,,,0.91,,,,,,1,
128,763,United States of America,Alpine County (CA),38.574213,-119.882302,24/05/1989 00:00,,Aedes,73,,,Yellow-marked,2,2,2,0,0,7,1,,1,34,15,,1,17,2,72,200,symmetric,6,centric,205,,117,0.57,,,,,0.9,,,,,,1,
133,185,United States of America,Norco,33.997848,-117.573917,17/09/1987 00:00,19/09/1987 00:00,Culex,14,,,N/A,1,3,2,0,1,,1,,1,7,,,1,3,0,2,1500,symmetric,20,centric,10850,,56,5.16E-03,,,,,,,1290,,,,1,
133,184,United States of America,Norco,33.997848,-117.573917,28/08/1987 00:00,29/08/1987 00:00,Culex,14,,,N/A,1,3,2,0,1,,1,,1,7,,,1,2,0,1,1500,symmetric,20,centric,30000,,99,3.30E-03,,,,,,,1280,,,,1,Numbers recaptured are not very clear in paper.
133,186,United States of America,Norco,33.997848,-117.573917,28/09/1987 00:00,29/09/1987 00:00,Culex,14,,,N/A,1,3,2,0,1,,1,,1,7,,,1,2,0,1,1500,symmetric,20,centric,6900,,8,1.16E-03,,,,,,,1230,,,,1,
137,172,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 15,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,12,,8,0.66,,,,,,,,,,,0,
137,158,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 1,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,26,,16,0.61,,,,,,,,,,,0,
137,159,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 2,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,8,,2,0.25,,,,,,,,,,,0,
137,160,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 3,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,86,,57,0.66,,,,,,,,,,,0,
137,161,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 4,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,47,,24,0.51,,,,,,,,,,,0,
137,162,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 5,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,21,,7,0.33,,,,,,,,,,,0,
137,163,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 6,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,124,,63,0.5,,,,,,,,,,,0,
137,164,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 7,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,6,,3,0.5,,,,,,,,,,,0,
137,165,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 8,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,36,,10,0.27,,,,,,,,,,,0,
137,166,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 9,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,8,,3,0.37,,,,,,,,,,,0,
137,167,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 10,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,56,,26,0.46,,,,,,,,,,,0,
137,168,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 11,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,57,,27,0.47,,,,,,,,,,,0,
137,169,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 12,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,29,,13,0.44,,,,,,,,,,,0,
137,174,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,All houses,1,1,1,0,0,,11,,2,12,,,1,13,1,51,150,asymmetric,16,,563,,272,0.48,331,337,270,380,0.8249,0.852,57,,154,,1,Pop1=Lincoln index with Bailey's modification; Pop2=Fisher&Ford model; Pop3=Bailey's triple catch method; Pop4=Jolly-Seber method. DPS1=Fisher&Ford method; DPS2=Jolly-Seber method
137,171,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 14,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,25,,10,0.4,,,,,,,,,,,0,
137,170,Kenya,Shauri Moyo,-3.75,39.816,17/04/1972 00:00,07/06/1972 00:00,Aedes,2,,,House 13,1,1,1,0,0,,11,,1,12,,,1,13,1,51,150,asymmetric,16,,22,,3,0.13,,,,,,,,,,,0,
138,326,Malaysia,Kuala Penyu (Sabah),5.488521,115.545613,01/01/1983 00:00,,Anopheles,45,,,N/A,1,2,4,1,0,,1,,1,12,9,,5,8,1,8,,,,,1364,,149,0.1,,,,,,,,,,,1,Date not given; this is a guess.
143,506,Sri Lanka,Angun Ara,6.402,81.247,01/01/1980 00:00,,Anopheles,7,,,N/A,1,1,1,1,0,,1,,1,9,,,2,4,1,4,,,,,2443,,478,0.19,,,,,,,,,,2.3,1,Date not given; this is a guess.  Capture method apparently cow bait. Possibly not eligible as it seems indoor MRR only
144,212,Pakistan,Khano-Harni,31.318333,74.4125,09/09/1978 00:00,12/09/1978 00:00,Anopheles,7,,,N/A,4,2,4,0,1,,1,,2,15,3,,5,5,0,5,200,asymmetric,14,eccentric,1908,,158,0.08,1048,1045,1061,1050,0.568,,,,,,1,Pop2=Jackson's (+) method; Pop3=Jackson's (-); Pop4=Ito's modification of Jackson's (+)
146,713,Pakistan,Khokhar,31.6125,74.32798,30/06/1976 00:00,,Culex,49,,,Green-marked,2,2,4,0,1,1,1,,1,10,9,15,1,17,1,17,1200,symmetric,18,centric,20339,,106,5.21E-03,,,,,,,,,,,0,"Fluorescent dust. Distance disaggregation available in Table 5 but only partially reported, so not entered."
146,714,Pakistan,Khokhar,31.6125,74.32798,01/07/1976 00:00,,Culex,49,,,Pink-marked,2,2,4,0,1,1,1,,1,10,9,15,1,17,1,17,1200,symmetric,18,centric,13242,,79,5.97E-03,,,,,,,,,,,0,"Fluorescent dust. Distance disaggregation available in Table 5 but only partially reported, so not entered."
146,712,Pakistan,Khokhar,31.6125,74.32798,29/06/1976 00:00,15/07/1976 00:00,Culex,49,,,Orange-marked,2,2,4,0,1,1,1,,1,10,9,15,1,17,1,17,1200,symmetric,18,centric,5155,,25,4.85E-03,,,,,,,,,,,0,"Fluorescent dust. Distance disaggregation available in Table 5 but only partially reported, so not entered."
149,411,Myanmar,Okpo,17.1,95.883,02/01/1967 00:00,12/01/1967 00:00,Culex,40,,,N/A,1,1,1,0,0,,11,,2,13,,,8,8,0,9,250,symmetric,,centric,,,,,,,,,,,,,,,1,No releases/recaptures on days 2 and 6. Pop2 is an average of daily estimates by Fisher and Ford method
167,693,United States of America,Lake Tynan,36.928807,-121.730096,18/07/2000 00:00,23/07/2000 00:00,Culex,60,,,Red-marked,1,2,3,0,0,,1,,1,7,,,1,5,1,5,2800,asymmetric,21,centric,30000,,225,7.50E-03,,,,,,,672,,,,1,Approximate number released. MDT is average of daily records.
167,694,United States of America,Lake Tynan,36.928807,-121.730096,19/07/2000 00:00,23/07/2000 00:00,Culex,60,,,Yellow-marked,1,2,2,0,0,,1,,1,7,,,1,4,1,4,2800,asymmetric,21,centric,5000,,42,8.40E-03,,,,,,,473,,,,1,Approximate number released. MDT is average of daily records.
167,695,United States of America,Lake Tynan,36.928807,-121.730096,20/07/2000 00:00,23/07/2000 00:00,Culex,60,,,Blue-marked,1,2,2,0,0,,1,,1,7,,,1,3,1,3,2800,asymmetric,21,centric,8000,,52,6.50E-03,,,,,,,723,,,,1,Approximate number released. MDT is average of daily records.
171,688,United States of America,San Jacinto,33.789616,-116.945805,10/10/1995 00:00,15/10/1995 00:00,Culex,60,,,N/A,1,2,2,0,0,,1,,1,7,,,2,32,0,32,3000,symmetric,26,centric,24880,,3485,0.14,,,,,0.867,,479,,2000,12.5,1,
171,687,United States of America,San Jacinto,33.789616,-116.945805,12/09/1995 00:00,15/09/1995 00:00,Culex,60,,,N/A,1,2,2,0,0,,1,,1,7,,,1,33,0,33,3000,symmetric,26,centric,14956,,1107,0.07,,,,,0.883,,460,,,16,1,
171,686,United States of America,San Jacinto,33.789616,-116.945805,01/08/1995 00:00,03/08/1995 00:00,Culex,60,,,N/A,1,2,2,0,0,,1,,1,7,,,2,25,0,25,2000,symmetric,20,centric,5072,,19,3.75E-03,,,,,0.899,,600,,2000,23,1,
174,715,United States of America,South Bend (St. Joseph County - Indiana),41.684971,-86.250834,03/07/1984 00:00,07/07/1984 00:00,Aedes,61,,,N/A,1,2,2,0,1,,1,,1,19,,,1,4,1,4,150,,4,,726,1109,101,0.13,4492,,,,0.78,,,,,,1,
174,716,United States of America,South Bend (St. Joseph County - Indiana),41.684971,-86.250834,12/07/1985 00:00,,Aedes,61,,,N/A,4,2,2,0,0,,1,,1,19,,,1,9,3,20,150,,4,,1510,685,248,0.16,1349,,,,0.82,,,,,,1,
174,717,United States of America,South Bend (St. Joseph County - Indiana),41.684971,-86.250834,16/08/1985 00:00,,Aedes,61,,,Under-fed,4,2,2,0,0,13,1,,1,19,,,1,7,3,15,150,,4,,1416,,15,0.01,,,,,0.84,,,,,,1,Disaggregated daily data and DPS estimates are both for under-fed and well-fed cohorts.
174,718,United States of America,South Bend (St. Joseph County - Indiana),41.684971,-86.250834,16/08/1985 00:00,,Aedes,61,,,Well-fed,4,2,2,0,0,9,1,,1,19,,,1,7,3,15,150,,4,,716,,38,0.05,,,,,,,,,,,0,
176,254,Papua New Guinea,Yauatong,-3.567,142.682,01/12/1984 00:00,09/12/1984 00:00,Anopheles,10,,,Second release,1,1,1,1,0,,1,,1,13,,,1,7,1,7,1800,symmetric,20,centric,565,,51,0.09,,,,,0.77,,,,,2.92,1,
176,253,Papua New Guinea,Yauatong,-3.567,142.682,01/12/1984 00:00,09/12/1984 00:00,Anopheles,10,,,First release,1,1,1,1,0,,1,,1,13,,,1,7,1,7,1800,symmetric,20,centric,332,,31,0.09,,,,,0.77,,,,,2.95,1,Data disaggregation by distance available for both releases only and shown here.
953,251,Brazil,Sitio Bela Vista,-10.166667,-62.166667,07/10/1987 00:00,15/10/1987 00:00,Anopheles,26,,,Unfed,1,2,4,0,0,,1,,1,12,,,1,8,1,8,50,asymmetric,5,eccentric,78,,15,0.19,,,,,,,,,1300,,1,
953,250,Brazil,Sitio Bela Vista,-10.166667,-62.166667,07/10/1987 00:00,15/10/1987 00:00,Anopheles,26,,,Fed,1,2,4,1,0,,1,,1,12,,,1,8,1,8,50,asymmetric,5,eccentric,160,,22,0.13,,,,,,,,,7200,,1,
953,252,Brazil,Sitio Bela Vista,-10.166667,-62.166667,07/10/1987 00:00,15/10/1987 00:00,Anopheles,26,,,Resting,1,2,4,0,0,,1,,1,12,,,1,8,1,8,50,asymmetric,5,eccentric,81,,10,0.12,,,,,,,,,,,1,
